*SOM C DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  APR 22, 2025 15:19:20

*RUN   1        : F1 NE 4                   RICER048 CRDA1201    1
 MODEL          : RICER048 - Rice
 EXPERIMENT     : CRDA1201 WH ESSAI VARIETE DAROU PAKA 2012
 DATA PATH      :
 TREATMENT  1   : F1 NE 4                   RICER048
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Cumul.
!               <---- SOM C in top layers ----> <- SOM + LIT C in top layers -> <------------ Total Soil Organic Carbon (SOM + LIT) ------------> <--------- Active Soil Organic Carbon (SOM1) ---------> <---- Intermediate Soil Organic C (SOM2) -----> <------- Passive Soil Organic C (SOM3) -------> <------------------ Litter Carbon --------------------> <-------------- Metabolic Litter Carbon --------------> <------------- Structural Litter Carbon -------------->  Resid.  <-Accum. CO2->
!               20cm-kg  20cm-% 40cm-kg  40cm-% 20cm-kg  20cm-% 40cm-kg  40cm-%     Total Surface    Soil     0-5    5-15   15-30   30-45  45-100 Surface    Soil     0-5    5-15   15-30   30-45  45-100    Soil     0-5    5-15   15-30   30-45  45-100    Soil     0-5    5-15   15-30   30-45  45-100 Surface    Soil     0-5    5-15   15-30   30-45  45-100 Surface    Soil     0-5    5-15   15-30   30-45  45-100 Surface    Soil     0-5    5-15   15-30   30-45  45-100 (kg/ha) Surface    Soil
@YEAR DOY   DAS  SCS20D  SC%20D  SCS40D  SC%40D  SLC20D  SL%20D  SLC40D  SL%40D      SOCD    SC0D    SCTD    SC1D    SC2D    SC3D    SC4D   SC5+D   S1C0D   S1CTD   S1C1D   S1C2D   S1C3D   S1C4D  S1C5+D   S2CTD   S2C1D   S2C2D   S2C3D   S2C4D  S2C5+D   S3CTD   S3C1D   S3C2D   S3C3D   S3C4D  S3C5+D    LC0D    LCTD    LC1D    LC2D    LC3D    LC4D   LC5+D   MEC0D   MECTD   MEC1D   MEC2D   MEC3D   MEC4D  MEC5+D   STC0D   STCTD   STC1D   STC2D   STC3D   STC4D  STC5+D    RESC   CO20C   CO2SC
 2012 283   131   44560   1.461   46423   1.537   44566   1.461   46427   1.537    253134      42  253092   10964   21999   34801   34839  150489       3    3469     129     268     436     442    2194  139370    5650   11359   17721   17755   86887  110239    5184   10368   16641   16641   61406      39      14       2       3       3       2       3      32       0       0       0       0       0       0       7      14       2       3       3       2       3       0       4   10853
 2012 284   132   44548   1.461   46411   1.537   44554   1.461   46414   1.537    253068      47  253020   10961   21992   34792   34830  150446       4    3456     128     267     435     440    2186  139311    5647   11354   17713   17747   86851  110239    5184   10368   16641   16641   61406      44      14       2       3       3       2       3      36       0       0       0       0       0       0       7      14       2       3       3       2       3       0       5   10925
 2012 285   133   44536   1.460   46399   1.536   44543   1.460   46403   1.537    253004      53  252951   10958   21986   34783   34821  150403       5    3444     128     266     433     439    2178  139254    5644   11348   17706   17740   86816  110238    5184   10368   16641   16641   61405      49      14       2       3       3       2       3      40       0       0       0       0       0       0       8      14       2       3       3       2       3       0       6   10994
 2012 286   134   44526   1.460   46388   1.536   44532   1.460   46392   1.536    252945      60  252885   10955   21980   34774   34813  150362       5    3433     128     265     432     437    2171  139200    5642   11344   17699   17733   86783  110238    5184   10368   16640   16641   61405      54      14       2       3       3       2       3      45       0       0       0       0       0       0       9      14       2       3       3       2       3       0       7   11060
 2012 287   135   44515   1.460   46378   1.536   44521   1.460   46381   1.536    252887      66  252821   10952   21974   34767   34805  150323       6    3423     127     264     431     436    2164  139147    5639   11339   17692   17726   86750  110238    5184   10368   16640   16641   61405      60      14       2       3       3       2       3      50       0       0       0       0       0       0      10      14       2       3       3       2       3       0       8   11124
 2012 288   136   44505   1.459   46368   1.535   44511   1.459   46372   1.535    252833      74  252759   10949   21969   34759   34798  150284       7    3412     127     264     430     435    2158  139096    5637   11334   17686   17720   86718  110237    5184   10368   16640   16641   61405      66      14       2       3       3       2       3      55       0       0       0       0       0       0      12      14       2       3       3       2       3       0      10   11186
 2012 289   137   44495   1.459   46359   1.535   44502   1.459   46363   1.535    252781      81  252700   10946   21963   34753   34791  150247       8    3403     126     263     429     434    2151  139047    5634   11329   17681   17715   86688  110237    5184   10368   16640   16641   61405      73      14       2       3       3       2       3      60       0       0       0       0       0       0      13      14       2       3       3       2       3       0      11   11245
 2012 290   138   44486   1.459   46351   1.535   44493   1.459   46354   1.535    252733      89  252644   10943   21958   34747   34785  150211       9    3393     126     262     428     433    2145  139000    5632   11325   17675   17710   86658  110237    5183   10368   16640   16641   61405      80      14       2       3       3       2       3      66       0       0       0       0       0       0      14      14       2       3       3       2       3       0      12   11302
 2012 291   139   44478   1.458   46343   1.535   44485   1.459   46347   1.535    252687      97  252589   10941   21953   34741   34779  150175      10    3385     126     261     427     432    2139  138955    5630   11321   17671   17705   86628  110236    5183   10368   16640   16640   61405      87      14       2       3       3       2       3      72       0       0       0       0       0       0      15      14       2       3       3       2       3       0      14   11356
 2012 292   140   44471   1.458   46336   1.534   44478   1.458   46339   1.534    252644     106  252538   10939   21949   34736   34774  150141      12    3376     125     261     426     431    2133  138912    5628   11317   17666   17700   86600  110236    5183   10368   16640   16640   61405      95      14       2       3       3       2       3      78       0       0       0       0       0       0      17      14       2       3       3       2       3       0      15   11408
 2012 293   141   44464   1.458   46329   1.534   44471   1.458   46333   1.534    252602     115  252487   10936   21945   34731   34769  150107      13    3368     125     260     425     430    2128  138870    5625   11314   17662   17696   86572  110236    5183   10368   16640   16640   61405     102      14       2       3       3       2       3      84       0       0       0       0       0       0      18      14       2       3       3       2       3       0      17   11458
 2012 294   142   44457   1.458   46323   1.534   44464   1.458   46327   1.534    252562     124  252438   10933   21941   34726   34764  150074      15    3360     125     259     424     429    2123  138828    5623   11311   17658   17692   86544  110236    5183   10368   16640   16640   61404     110      14       2       3       3       2       3      90       0       0       0       0       0       0      20      14       2       3       3       2       3       0      19   11507
 2012 295   143   44451   1.457   46317   1.534   44457   1.458   46321   1.534    252523     133  252390   10930   21937   34722   34759  150042      16    3353     124     259     424     429    2117  138788    5620   11307   17655   17688   86518  110235    5183   10367   16640   16640   61404     117      14       2       3       3       2       3      96       0       0       0       0       0       0      21      14       2       3       3       2       3       0      22   11555
 2012 296   144   44444   1.457   46312   1.534   44450   1.457   46315   1.534    252487     143  252344   10927   21932   34718   34755  150012      18    3346     124     258     423     428    2112  138750    5618   11303   17651   17685   86492  110235    5183   10367   16640   16640   61404     125      14       2       3       3       2       3     102       0       0       0       0       0       0      23      14       2       3       3       2       3       0      24   11601
 2012 297   145   44437   1.457   46307   1.533   44443   1.457   46310   1.533    252453     153  252300   10924   21928   34714   34752  149983      20    3339     124     258     423     427    2108  138712    5615   11299   17648   17682   86468  110235    5183   10367   16640   16640   61404     132      14       2       3       3       2       3     108       0       0       0       0       0       0      25      14       2       3       3       2       3       0      27   11646
 2012 298   146   44431   1.457   46302   1.533   44437   1.457   46306   1.533    252420     162  252258   10921   21923   34710   34748  149955      22    3333     123     257     422     427    2103  138677    5613   11296   17645   17679   86444  110235    5183   10367   16640   16640   61404     140      14       2       3       3       2       3     114       0       0       0       0       0       0      26      14       2       3       3       2       3       0      30   11688
 2012 299   147   44426   1.457   46298   1.533   44432   1.457   46301   1.533    252392     173  252219   10919   21920   34707   34745  149928      24    3327     123     257     422     426    2099  138644    5611   11293   17642   17676   86422  110234    5183   10367   16640   16640   61404     149      14       2       3       3       2       3     121       0       0       0       0       0       0      28      14       2       3       3       2       3       0      32   11727
 2012 300   148   44422   1.456   46293   1.533   44428   1.457   46297   1.533    252366     184  252183   10918   21918   34704   34741  149902      25    3321     123     256     421     426    2095  138614    5610   11291   17640   17673   86400  110234    5183   10367   16640   16640   61404     159      14       2       3       3       2       3     129       0       0       0       0       0       0      30      14       2       3       3       2       3       0      34   11763
 2012 301   149   44418   1.456   46289   1.533   44425   1.457   46293   1.533    252344     195  252149   10916   21915   34701   34738  149878      26    3316     123     256     421     425    2091  138586    5609   11289   17637   17671   86380  110234    5183   10367   16640   16640   61404     169      14       2       3       3       2       3     137       0       0       0       0       0       0      31      14       2       3       3       2       3       0      36   11797
 2012 302   150   44416   1.456   46286   1.533   44422   1.456   46289   1.533    252326     206  252120   10915   21913   34698   34736  149857      27    3312     123     256     420     425    2088  138560    5608   11287   17635   17668   86362  110234    5183   10367   16640   16640   61404     179      14       2       3       3       2       3     146       0       0       0       0       0       0      33      14       2       3       3       2       3       0      38   11827
 2012 303   151   44413   1.456   46282   1.533   44419   1.456   46286   1.533    252309     217  252092   10913   21912   34696   34733  149838      29    3308     122     255     420     425    2085  138537    5606   11286   17633   17666   86346  110234    5183   10367   16640   16640   61404     188      14       2       3       3       2       3     153       0       0       0       0       0       0      35      14       2       3       3       2       3       0      40   11854
 2012 304   152   44411   1.456   46279   1.532   44417   1.456   46283   1.533    252295     228  252067   10912   21910   34694   34731  149821      31    3304     122     255     420     424    2083  138516    5605   11285   17631   17664   86332  110234    5183   10367   16640   16640   61404     197      14       2       3       3       2       3     161       0       0       0       0       0       0      37      14       2       3       3       2       3       0      43   11879
 2012 305   153   44409   1.456   46277   1.532   44416   1.456   46280   1.532    252282     238  252044   10909   21909   34692   34729  149805      34    3300     122     255     419     424    2080  138496    5602   11284   17629   17663   86318  110233    5183   10367   16640   16640   61404     204      14       2       3       3       2       3     166       0       0       0       0       0       0      38      14       2       3       3       2       3       0      47   11903
 2012 306   154   44407   1.456   46274   1.532   44414   1.456   46278   1.532    252270     249  252022   10907   21907   34690   34727  149790      36    3297     122     255     419     424    2078  138477    5601   11282   17628   17661   86306  110233    5183   10367   16640   16640   61404     213      14       2       3       3       2       3     172       0       0       0       0       0       0      40      14       2       3       3       2       3       0      50   11925
 2012 307   155   44406   1.456   46272   1.532   44412   1.456   46276   1.532    252261     259  252001   10905   21906   34688   34725  149776      38    3294     121     255     419     423    2076  138460    5599   11281   17626   17660   86294  110233    5183   10367   16640   16640   61403     221      14       2       3       3       2       3     179       0       0       0       0       0       0      42      14       2       3       3       2       3       0      53   11945
 2012 308   156   44404   1.456   46270   1.532   44411   1.456   46274   1.532    252255     272  251983   10904   21905   34687   34724  149763      39    3292     121     254     419     423    2074  138445    5598   11280   17625   17659   86283  110233    5183   10367   16640   16640   61403     232      14       2       3       3       2       3     188       0       0       0       0       0       0      44      14       2       3       3       2       3       0      55   11964
 2012 309   157   44403   1.456   46269   1.532   44409   1.456   46272   1.532    252251     285  251966   10903   21904   34686   34723  149751      40    3289     121     254     419     423    2072  138430    5597   11279   17624   17657   86272  110233    5183   10367   16640   16640   61403     244      14       2       3       3       2       3     198       0       0       0       0       0       0      46      14       2       3       3       2       3       0      57   11981
 2012 310   158   44402   1.456   46267   1.532   44408   1.456   46270   1.532    252249     299  251950   10903   21903   34684   34721  149739      41    3287     121     254     418     423    2070  138417    5597   11278   17623   17656   86262  110233    5183   10367   16640   16640   61403     257      14       2       3       3       2       3     209       0       0       0       0       0       0      48      14       2       3       3       2       3       0      58   11997
 2012 311   159   44401   1.456   46265   1.532   44408   1.456   46269   1.532    252249     314  251935   10902   21902   34683   34720  149728      42    3285     121     254     418     423    2068  138404    5596   11278   17622   17655   86253  110233    5183   10367   16640   16640   61403     271      14       2       3       3       2       3     221       0       0       0       0       0       0      51      14       2       3       3       2       3       0      59   12012
 2012 312   160   44401   1.456   46264   1.532   44407   1.456   46268   1.532    252250     329  251921   10901   21902   34682   34719  149717      43    3283     121     254     418     423    2067  138392    5596   11277   17621   17655   86244  110233    5183   10367   16640   16640   61403     286      14       2       3       3       2       3     233       0       0       0       0       0       0      53      14       2       3       3       2       3       0      61   12026
 2012 313   161   44400   1.456   46263   1.532   44406   1.456   46266   1.532    252254     345  251908   10901   21901   34681   34718  149707      44    3281     121     254     418     422    2065  138381    5595   11277   17621   17654   86235  110233    5183   10367   16640   16640   61403     301      14       2       3       3       2       3     246       0       0       0       0       0       0      55      14       2       3       3       2       3       0      62   12039
 2012 314   162   44400   1.456   46262   1.532   44406   1.456   46265   1.532    252258     362  251896   10900   21901   34681   34717  149697      45    3279     121     254     418     422    2064  138371    5595   11276   17620   17653   86227  110233    5183   10367   16640   16640   61403     316      14       2       3       3       2       3     259       0       0       0       0       0       0      58      14       2       3       3       2       3       0      63   12051
 2012 315   163   44400   1.456   46261   1.532   44406   1.456   46264   1.532    252262     378  251884   10899   21900   34680   34716  149688      47    3277     121     254     418     422    2063  138361    5594   11276   17619   17652   86219  110233    5183   10367   16640   16640   61403     331      14       2       3       3       2       3     271       0       0       0       0       0       0      60      14       2       3       3       2       3       0      65   12063
 2012 316   164   44401   1.456   46260   1.532   44407   1.456   46263   1.532    252266     393  251872   10898   21900   34679   34716  149679      49    3275     121     254     418     422    2061  138351    5593   11276   17619   17652   86212  110233    5183   10367   16640   16640   61403     345      14       2       3       3       2       3     282       0       0       0       0       0       0      63      14       2       3       3       2       3       0      68   12075
 2012 317   165   44402   1.456   46259   1.532   44408   1.456   46262   1.532    252270     409  251861   10897   21900   34679   34715  149670      51    3274     120     254     418     422    2060  138341    5592   11276   17618   17651   86204  110233    5183   10367   16640   16640   61403     358      14       2       3       3       2       3     292       0       0       0       0       0       0      66      14       2       3       3       2       3       0      72   12087
 2012 318   166   44402   1.456   46258   1.532   44409   1.456   46262   1.532    252276     426  251850   10896   21900   34678   34714  149662      54    3272     120     254     418     422    2059  138332    5591   11275   17618   17651   86197  110232    5183   10367   16640   16640   61403     372      14       2       3       3       2       3     304       0       0       0       0       0       0      68      14       2       3       3       2       3       0      75   12097
 2012 319   167   44403   1.456   46257   1.532   44409   1.456   46261   1.532    252263     423  251840   10895   21899   34678   34714  149654      55    3271     120     254     417     422    2058  138323    5590   11275   17617   17650   86190  110232    5183   10367   16639   16640   61403     368      14       2       3       3       2       3     300       0       0       0       0       0       0      68      14       2       3       3       2       3       0      77   12108
 2012 320   168   44403   1.456   46257   1.532   44410   1.456   46260   1.532    252252     421  251831   10895   21899   34677   34713  149646      57    3270     120     254     417     422    2057  138315    5590   11275   17617   17650   86184  110232    5183   10367   16639   16640   61403     364      14       2       3       3       2       3     297       0       0       0       0       0       0      68      14       2       3       3       2       3       0      79   12117
